Unnamed: 0,CARNAME,ID,Make,Model,Body color,Type of finish,Interior color,Interior material,Body,Doors,Seats,VIN,Fuel,Transmission,Drive type,Power,El. motor power,CO2 emissions,Emission class,Battery type,AC charging time,DC charging time,Battery warranty (km),Range extender,Mileage,First registration,Condition,Consumption,Price,Currency,Tags,Engine capacity,Valid MOT until,Previous owners,Engine power,Battery capacity,Hybrid type,Electric range,Warranty until,Weight,Country of origin,Secondary drive,Energy efficiency,Full service history,Battery capacity1
1,bmw x3,61023291,BMW,X3,Silver,Metallic,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x4,135 kW,,163 g/km,Euro 6d-TEMP,,,,,,29 463 km,8/2020,,7.2 l/100km (combined); 8.2 l/100km (city); 6.6 l/100km ,38999,EUR,Parking assist system self-steering; LED headlights; Keyless entry; Heated front seats; Keyless ignition; Navigation system; El. tailgate; Paddle shifters; Sport front seats; Traffic sign recognition,1 998 ccm,,1.0,,,,,,,,,,,
2,cupra born,61023277,Cupra,Born,Grey,,Other interior color,Other interior material,Hatchback,4/5 doors,5,not published by the seller,Electric,Automatic,4x2,150 kW,,0 g/km,No emission class,,,,,,36 000 km,4/2022,Used,15.7 kWh/100km (combined),37049,EUR,LED headlights; Heated front seats; Rain sensor; Lane assist; Parking sensors; Multifunctional steering wheel; Side mirrors with electic adjustment; Heated windshield; USB,,,,,,,,,1859.0,,,,,
3,volkswagen golf,61023276,Volkswagen,Golf,Black,Metallic,Grey interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,147 kW,,117 g/km,Euro 6,,,,,,4 450 km,1/2022,,4.4 l/100km (combined); 5.4 l/100km (city); 3.9 l/100km ,45749,EUR,Digital cockpit; Harman/Kardon audio; Panoramic roof; Navigation system; Bluetooth; Xenon headlights; Automatic A/C; Rain sensor; Side mirrors with electic adjustment; Daytime running lights,1 968 ccm,,1.0,,,,,,,,,,,
4,mazda cx-5,61023284,Mazda,CX-5,Black,Metallic,Black interior,Part leather interior,SUV / offroad,4/5 doors,,not published by the seller,Diesel,Manual,4x4,129 kW,,142 g/km,Euro 6,,,,,,116 000 km,5/2018,,5.4 l/100km (combined); 6.3 l/100km (city); 4.9 l/100km ,21799,EUR,Heated rear seats; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Bose audio; Heated front seats; Head-up display; Integrated music streaming; Keyless ignition,2 191 ccm,,2.0,,,,,,,,,,,
5,audi a4,61023286,Audi,A4,Black,,,Part leather interior,Sedans / saloons,4/5 doors,,not published by the seller,Petrol,Automatic,4x2,110 kW,,129 g/km,,,,,,,10 km,1/2023,New,5.7 l/100km (combined),42349,EUR,LED headlights; Digital cockpit; Keyless ignition; Navigation system; Bluetooth; Automatic A/C; High beam assist; Predictive emergency braking system (PEBS); Multifunctional steering wheel; Side mirrors with electic adjustment,1 984 ccm,,,,,,,,,,,,,
6,citroen jumpy,61023289,Citroen,Jumpy,Black,,Black interior,Cloth interior,Cargo VAN,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,130 kW,,195 g/km,Euro 6,,,,,,246 km,9/2023,Used,7.4 l/100km (combined),46799,EUR,Apple CarPlay; Navigation system; Bluetooth; Rear parking camera; Multifunctional steering wheel,1 997 ccm,,1.0,,,,,12/2025,,,,,,
7,seat arona,61023285,Seat,Arona,Red,Metallic,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,81 kW,,109 g/km,Euro 6,,,,,,20 km,9/2023,New,4.8 l/100km (combined),24199,EUR,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Bluetooth; Automatic 2-zones air conditioning; Light sensor; Lane assist; Hill-start assist,999 ccm,,,,,,,,1215.0,,,,,
8,volkswagen passat,61023282,Volkswagen,Passat,,,Other interior color,Part leather interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,147 kW,,124 g/km,Euro 6,,,,,,10 km,9/2023,New,5.5 l/100km (combined),43349,EUR,LED headlights; Keyless entry; Adaptive cruise control; Heated front seats; Integrated music streaming; Keyless ignition; Navigation system; Paddle shifters; Bluetooth; Rain sensor,1 968 ccm,,,,,,,,,,,,,
9,jeep compass,61023281,Jeep,Compass,Red,,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Manual,4x2,96 kW,,0 g/km,Euro 6,,,,,,7 000 km,4/2023,Demonstration car,,31199,EUR,LED headlights; Adaptive cruise control; Apple CarPlay; Android auto; Voice control; Navigation system; Traffic sign recognition; Bluetooth; Automatic 2-zones air conditioning; High beam assist,1 598 ccm,,,,,,,,1519.0,,,,,
10,volkswagen t5-transporter,61023273,Volkswagen,T5 Transporter,Grey,,Grey interior,Other interior material,Cargo VAN,4/5 doors,4,not published by the seller,Diesel,Manual,4x4,103 kW,,219 g/km,Euro 5,,,,,,76 069 km,1/2013,,8.3 l/100km (combined),46149,EUR,On-board computer; CD player; Front electric windows; Detachable trailer coupling,1 968 ccm,,1.0,,,,,,,,,,,
11,audi a4,61023263,Audi,A4,Blue,,Black interior,Other interior material,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,140 kW,,135 g/km,Euro 6d-TEMP,,,,,,90 800 km,9/2020,Used,5.9 l/100km (combined); 6 l/100km (city); 6 l/100km ,29849,EUR,Heated front seats; Navigation system; Glare-free high beam headlights; El. tailgate; Bluetooth; Sport-suspension system; Automatic A/C; High beam assist; Front collision warning system; Parking sensors,1 984 ccm,,,,,,,,1585.0,Germany,,,,
12,mini cooper-cabrio,61023267,MINI,Cooper Cabrio,White,Metallic,Black interior,Full leather interior,Cabriolet,2/3 doors,4,not published by the seller,Petrol,Automatic,4x2,100 kW,,122 g/km,Euro 6,,,,,,25 499 km,3/2019,Used,5.4 l/100km (combined),33499,EUR,Parking assist system self-steering; LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Leather; Rain sensor,1 499 ccm,,,,,,,,1240.0,,,,,
13,fiat 500x,61023265,Fiat,500X,Red,,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,96 kW,,0 g/km,Euro 6d-TEMP,,,,,,5 km,9/2023,New,,37749,EUR,LED headlights; Keyless entry; Adaptive cruise control; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Sport front seats; Traffic sign recognition,1 469 ccm,,,,,,,,1405.0,Germany,,,,
14,bmw 116,61023259,BMW,116,Grey,Metallic,Other interior color,Other interior material,Hatchback,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,85 kW,,99 g/km,Euro 6,,,,,,80 452 km,1/2020,Used,3.9 l/100km (combined); 3.9 l/100km (city); 3.9 l/100km ,28449,EUR,LED headlights; Keyless entry; Keyless ignition; Navigation system; El. tailgate; Automatic 2-zones air conditioning; Rain sensor; Parking sensors; Multifunctional steering wheel; Side mirrors with electic adjustment,1 496 ccm,,,,,,,,1460.0,,,,,
15,subaru solterra,61023268,Subaru,Solterra,Grey,Metallic,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,not published by the seller,Electric,Automatic,4x4,160 kW,,0 g/km,No emission class,,,,,No,5 km,9/2023,New,0 kWh/100km (combined),55349,EUR,LED headlights; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Panoramic roof; Voice control; Navigation system; Heated steering wheel,,,,,71 kWh,,,,,,,,,
16,ram 1500,61023266,RAM,1500,Blue,,Black interior,Part leather interior,Pick-up,4/5 doors,6,not published by the seller,Petrol,Automatic,4x4,295 kW,,352 g/km,Euro 6,,,,,,31 km,9/2023,New,14.9 l/100km (combined); 15.7 l/100km (city); 10.7 l/100km ,84849,EUR,LED headlights; Keyless entry; Electric adjustable front seats; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Panoramic roof; Voice control,5 654 ccm,11/2025,,,,,,,,,,,,
17,ford focus,61023260,Ford,Focus,,,Other interior color,Other interior material,Sedans / saloons,,,not published by the seller,Petrol,Manual,4x2,114 kW,,94 g/km,No emission class,,,,,,62 919 km,1/2021,Used,5.3 l/100km (combined); 4.9 l/100km (city); 4.9 l/100km ,18399,EUR,,1 000 ccm,,,,,,,,,Spain,,,,
18,jeep renegade,61023269,Jeep,Renegade,Blue,,,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,111 kW,,146 g/km,Euro 6,,,,,,23 974 km,3/2020,Used,6.4 l/100km (combined),22099,EUR,Automatic multi-zone A/C; Panoramic roof; Rain sensor; Electrically heated side mirrors; Start-stop system; Alloy wheels,1 332 ccm,,1.0,,,,,12/2024,,,,,,
19,peugeot 208,61023250,Peugeot,208,White,,,,Hatchback,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,55 kW,,94 g/km,Euro 6,,,,,,23 796 km,12/2019,Used,4.1 l/100km (combined),15799,EUR,Digital cockpit; Bluetooth; Automatic lights; Daytime running lights; Electrically heated side mirrors; USB; Front electric windows,1 199 ccm,,1.0,,,,,12/2024,,,,,,
20,volkswagen golf,61023258,Volkswagen,Golf,White,,,,Hatchback,4/5 doors,5,not published by the seller,Hybrid,Automatic,4x2,150 kW,85 kW,106 g/km,Euro 6,Lithium-ion (Li-ion),4 h,,,No,26 534 km,11/2020,Used,4.6 l/100km (combined),27249,EUR,,1 395 ccm,,1.0,110 kW,13 kWh,Plug-in hybrid,,03/2024,,,,12 l/100km,,
21,renault kangoo,61023256,Renault,Kangoo,,,Other interior color,Other interior material,Cargo VAN,4/5 doors,,not published by the seller,Petrol,Automatic,4x2,96 kW,,153 g/km,No emission class,,,,,,1 km,9/2023,New,6.8 l/100km (combined); 6.8 l/100km (city); 6.8 l/100km ,28799,EUR,LED headlights; Heated front seats; Apple CarPlay; Android auto; Navigation system; Traffic sign recognition; Automatic A/C; High beam assist; Rain sensor; Hill-start assist,1 333 ccm,,,,,,,,1594.0,,,,,
22,hyundai i20,61023245,Hyundai,i20,Red,Metallic,Grey interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,74 kW,,104 g/km,Euro 6,,,,,,20 250 km,8/2022,Used,4.5 l/100km (combined),21299,EUR,Digital cockpit; Apple CarPlay; Android auto; Voice control; Traffic sign recognition; Bluetooth; High beam assist; Light sensor; Lane assist; Front collision warning system,998 ccm,,,,,,,,1200.0,,,,,
23,volkswagen golf,61023247,Volkswagen,Golf,Grey,Metallic,,,Hatchback,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,81 kW,,98 g/km,Euro 6,,,,,,5 000 km,12/2023,Used,5.2 l/100km (combined),33549,EUR,Adaptive cruise control; Keyless ignition; Automatic multi-zone A/C; Voice control; Navigation system; Paddle shifters; Traffic sign recognition; Rear parking camera; Adaptive lighting; Automatic lights,999 ccm,,1.0,,,,,,,,,,,
24,subaru solterra,61023248,Subaru,Solterra,Blue,Metallic,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Electric,Automatic,4x4,160 kW,,0 g/km,No emission class,,,,,No,250 km,8/2023,Demonstration car,0 kWh/100km (combined),57949,EUR,Heated rear seats; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Apple CarPlay; Android auto,,08/2026,1.0,,71 kWh,,,,,,,,,
25,toyota yaris-cross,61023254,Toyota,Yaris Cross,White,,,Part leather interior,SUV / offroad,4/5 doors,5,JTDKCACB90A034211,Hybrid,Automatic,4x4,85 kW,,0 g/km,,,,,,,13 255 km,1/2023,Used,,33549,EUR,LED headlights; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Navigation system; Rear cross traffic alert (RCTA); Traffic sign recognition,1 490 ccm,,,,,,,,,,,,,
26,audi q4,61023251,Audi,Q4,Black,Metallic,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,not published by the seller,Electric,Automatic,4x2,125 kW,,0 g/km,Euro 6d,,,,,,2 910 km,9/2023,Demonstration car,0 kWh/100km (combined),67599,EUR,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; WLAN/Wifi hotspot,,09/2026,,,,,,,,,,,,
27,mercedes-benz eqb,61023226,Mercedes-Benz,EQB,Grey,Metallic,Other interior color,Cloth interior,SUV / offroad,4/5 doors,7,not published by the seller,Electric,Automatic,4x2,140 kW,,0 g/km,No emission class,,,,,,15 000 km,4/2023,Demonstration car,0 kWh/100km (combined),56449,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Voice control; Navigation system; Glare-free high beam headlights; El. tailgate,,,,,,,,,2010.0,,,,,
28,volkswagen t6-california,61023227,Volkswagen,T6 California,Grey,Metallic,Black interior,Alcantara interior,Cargo VAN,4/5 doors,4,not published by the seller,Diesel,Automatic,4x2,110 kW,,179 g/km,Euro 6d,,,,,,50 km,8/2023,Used,6.9 l/100km (combined),84949,EUR,Ventilated front seats; LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Voice control; Navigation system; Bluetooth; Alcantara interior; Automatic A/C,1 968 ccm,,,,,,,,2495.0,,,,,
29,volkswagen polo,61023237,Volkswagen,Polo,Purple,Metallic,Other interior color,Cloth interior,Sedans / saloons,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,59 kW,,109 g/km,Euro 6,,,,,,28 810 km,6/2022,,4.8 l/100km (combined),18249,EUR,LED headlights; Heated front seats; Apple CarPlay; Bluetooth; Adaptive lighting; High beam assist; Rain sensor; Light sensor; Lane assist; Hill-start assist,999 ccm,07/2025,1.0,,,,,,,,,,,
30,mercedes-benz gle-350,61023242,Mercedes-Benz,GLE 350,,,,Cloth interior,SUV / offroad,4/5 doors,,not published by the seller,Hybrid,Automatic,4x4,236 kW,,0 g/km,Euro 5,,,,,,14 990 km,1/2023,,,84149,EUR,Parking assist system self-steering; LED headlights; Electric adjustable front seats; Adaptive cruise control; Burmester audio; Heated front seats; Keyless ignition; Panoramic roof; Navigation system; Traffic sign recognition,,,,,,,,,,,,,,
31,volvo xc40,61023240,Volvo,XC40,Blue,,,,SUV / offroad,4/5 doors,,not published by the seller,Hybrid,Automatic,4x2,192 kW,60 kW,147 g/km,,Lithium-ion (Li-ion),3 h,,,No,37 700 km,3/2021,,6.5 l/100km (combined),38599,EUR,Heated rear seats; LED headlights; Keyless entry; Keyless ignition; Heated steering wheel; El. tailgate; Traffic sign recognition; Rear parking camera; Sport-suspension system; Induction charging for smartphones,1 477 ccm,,,,11 kWh,,,,,,,,,
32,skoda karoq,61023233,Skoda,Karoq,White,Metallic,,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,110 kW,,126 g/km,Euro 6,,,,,,34 996 km,1/2022,Used,5.6 l/100km (combined),30449,EUR,Front seats with memory; Adaptive cruise control; Heated front seats; WLAN/Wifi hotspot; Keyless ignition; Automatic multi-zone A/C; Navigation system; Heated steering wheel; Glare-free high beam headlights; Traffic sign recognition,1 498 ccm,,,,,,,12/2024,,,,,,
33,citroen c3,61023231,Citroen,C3,Grey,Metallic,Other interior color,Other interior material,Hatchback,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,61 kW,,97 g/km,Euro 6d-TEMP,,,,,,1 km,9/2023,,4.2 l/100km (combined); 4.2 l/100km (city); 4.2 l/100km ,16749,EUR,LED headlights; Apple CarPlay; Android auto; Traffic sign recognition; Bluetooth; Automatic A/C; Rain sensor; Light sensor; Lane assist; Multifunctional steering wheel,1 199 ccm,,,,,,,,1055.0,,,,,
34,volkswagen golf,61023224,Volkswagen,Golf,Grey,,Black interior,Cloth interior,Hatchback,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,110 kW,,106 g/km,Euro 6d-TEMP,,,,,,38 406 km,11/2020,,4.6 l/100km (combined); 5.9 l/100km (city); 3.9 l/100km ,22549,EUR,Driver's seat with massage function; LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Voice control,1 498 ccm,10/2025,1.0,,,,,,,,,,,
35,jaguar f-type,61023228,Jaguar,F-Type,Blue,,,Full leather interior,Coupe,2/3 doors,2,SAJDA1BE6JCKXXXXX,Petrol,Automatic,4x4,423 kW,,269 g/km,,,,,,,40 000 km,1/2017,Used,11.3 l/100km (combined),96099,EUR,Ventilated rear seats; Height adjustable suspension; LED headlights; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control; Meridian audio; Heated front seats; Apple CarPlay,5 000 ccm,,,,,,,,,,,,,
36,kia sportage,61023236,Kia,Sportage,,,Other interior color,Other interior material,SUV / offroad,4/5 doors,,not published by the seller,Petrol,Manual,4x2,110 kW,,136 g/km,No emission class,,,,,,1 km,9/2023,New,5.9 l/100km (combined); 5.9 l/100km (city); 5.9 l/100km ,28649,EUR,Apple CarPlay; Android auto; Bluetooth; High beam assist; Light sensor; Lane assist; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors,1 598 ccm,,,,,,,,1561.0,Germany,,,,
37,volvo v60,61023241,Volvo,V60,Grey,Metallic,,Part leather interior,Station Wagon,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,110 kW,,120 g/km,Euro 6,,,,,,65 500 km,6/2019,Used,4.5 l/100km (combined); 5.3 l/100km (city); 4.1 l/100km ,27349,EUR,El. tailgate; Rear parking camera; Adaptive lighting; Automatic lights; Rain sensor; Hill-start assist; Parking sensors; Multifunctional steering wheel; Daytime running lights; Leather steering wheel,1 969 ccm,,,,,,,06/2024,,,,,,
38,renault megane,61023234,Renault,Megane,Red,Metallic,Grey interior,Part leather interior,Station Wagon,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,103 kW,,106 g/km,Euro 6d,,,,,,24 920 km,3/2023,Used,4.6 l/100km (combined),24549,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; Voice control,1 461 ccm,,,,,,,,1448.0,Germany,,,,
39,citroen c3-aircross,61023208,Citroen,C3 Aircross,White,,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Automatic,4x2,96 kW,,114 g/km,Euro 6d,,,,,,38 535 km,8/2020,,5 l/100km (combined); 5.9 l/100km (city); 4.5 l/100km ,20949,EUR,Keyless entry; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control; Navigation system; Traffic sign recognition,1 199 ccm,,1.0,,,,,,,,,,,
40,nissan qashqai,61023205,Nissan,Qashqai,,,Other interior color,Other interior material,SUV / offroad,4/5 doors,,not published by the seller,Hybrid,Automatic,4x2,140 kW,,122 g/km,No emission class,,,,,,1 km,9/2023,New,5.4 l/100km (combined); 5.4 l/100km (city); 5.4 l/100km ,42749,EUR,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Navigation system; Heated steering wheel; Paddle shifters; Traffic sign recognition; Bluetooth,1 477 ccm,,,,,,,,1468.0,Germany,,,,
41,kia stonic,61023214,Kia,Stonic,Blue,,,,SUV / offroad,4/5 doors,5,not published by the seller,Petrol,Manual,4x2,74 kW,,104 g/km,Euro 6,,,,,,54 140 km,12/2019,Used,4.5 l/100km (combined); 5.9 l/100km (city); 4.5 l/100km ,14899,EUR,,998 ccm,,,,,,,,,,,,,
42,audi q3,61023209,Audi,Q3,Black,Metallic,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,not published by the seller,Diesel,Automatic,4x2,110 kW,,124 g/km,Euro 6,,,,,,17 500 km,11/2020,,4.7 l/100km (combined),35249,EUR,LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control,1 968 ccm,,1.0,,,,,,,,,,,
43,mitsubishi asx,61023218,Mitsubishi,ASX,Black,,,,SUV / offroad,4/5 doors,5,not published by the seller,Hybrid,Manual,4x2,117 kW,,31 g/km,Euro 6,,,,,No,7 543 km,4/2023,Used,,39099,EUR,Adaptive cruise control; Heated front seats; Keyless ignition; Navigation system; Heated steering wheel; Traffic sign recognition; Rear parking camera; Automatic A/C; Automatic lights; Rain sensor,1 598 ccm,,1.0,,11 kWh,Plug-in hybrid,,,,,,,,
